#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABRACL	TMX1	9606.ENSP00000356632	9606.ENSP00000393316	0	0	0	0	0.133	0	0	0.358	0.419
CARS	SEPSECS	9606.ENSP00000369897	9606.ENSP00000371535	0	0	0	0	0.066	0	0	0.456	0.470
CARS	NHP2L1	9606.ENSP00000369897	9606.ENSP00000383949	0	0	0	0	0.260	0.245	0	0.140	0.478
CARS	DHFR	9606.ENSP00000369897	9606.ENSP00000396308	0.167	0	0	0	0	0	0	0.409	0.487
CBL	EPOR	9606.ENSP00000264033	9606.ENSP00000222139	0	0	0	0	0	0.462	0.900	0.260	0.956
CBL	PIK3R3	9606.ENSP00000264033	9606.ENSP00000262741	0	0	0	0	0	0.356	0.600	0.235	0.786
CBL	FIP1L1	9606.ENSP00000264033	9606.ENSP00000336752	0	0	0	0	0	0	0	0.448	0.448
CBL	TGM2	9606.ENSP00000264033	9606.ENSP00000355330	0	0	0	0	0	0.270	0	0.326	0.487
CBL	IL6ST	9606.ENSP00000264033	9606.ENSP00000370698	0	0	0	0	0	0	0.600	0.082	0.617
CBL	FLOT2	9606.ENSP00000264033	9606.ENSP00000378368	0	0	0	0	0.063	0	0.360	0.692	0.799
CBL	YWHAZ	9606.ENSP00000264033	9606.ENSP00000379287	0	0	0	0	0	0.690	0	0.727	0.912
CBL	IRS1	9606.ENSP00000264033	9606.ENSP00000304895	0	0	0	0	0	0.499	0.900	0.465	0.970
CBL	LYN	9606.ENSP00000264033	9606.ENSP00000428924	0	0	0	0	0	0.894	0.900	0.708	0.996
CCL20	CXCL6	9606.ENSP00000351671	9606.ENSP00000226317	0	0	0	0	0.121	0	0	0.647	0.677
CCL20	LAMP3	9606.ENSP00000351671	9606.ENSP00000265598	0	0	0	0	0.070	0	0	0.391	0.409
CCL20	CXCL13	9606.ENSP00000351671	9606.ENSP00000286758	0	0	0	0	0.062	0	0	0.687	0.694
CCL20	CXCL10	9606.ENSP00000351671	9606.ENSP00000305651	0	0	0	0	0.143	0	0.600	0.764	0.912
CCL20	CXCL11	9606.ENSP00000351671	9606.ENSP00000306884	0	0	0	0	0.088	0.274	0	0.701	0.785
CCL20	MMP1	9606.ENSP00000351671	9606.ENSP00000322788	0	0	0	0	0.152	0	0	0.395	0.465
CCL20	MMP12	9606.ENSP00000351671	9606.ENSP00000458585	0	0	0	0	0.136	0	0	0.360	0.423
CCL20	MMP9	9606.ENSP00000351671	9606.ENSP00000361405	0	0	0	0	0.078	0	0	0.470	0.490
CCL20	CXCL17	9606.ENSP00000351671	9606.ENSP00000472467	0	0	0	0	0	0.220	0	0.400	0.512
CCL20	LCN2	9606.ENSP00000351671	9606.ENSP00000362108	0	0	0	0	0.085	0	0	0.500	0.522
CCL20	CXCL12	9606.ENSP00000351671	9606.ENSP00000379140	0	0	0	0	0	0.195	0	0.686	0.737
CCL20	CXCL9	9606.ENSP00000351671	9606.ENSP00000354901	0	0	0	0	0.097	0	0	0.725	0.741
CCNA2	MAPK1	9606.ENSP00000274026	9606.ENSP00000215832	0	0.002	0	0	0.064	0.070	0	0.375	0.408
CCNA2	MYBL2	9606.ENSP00000274026	9606.ENSP00000217026	0	0	0	0	0.590	0.307	0.800	0.653	0.977
CCNA2	NCAPH	9606.ENSP00000274026	9606.ENSP00000240423	0	0	0	0	0.838	0	0	0.409	0.900
CCNA2	MND1	9606.ENSP00000274026	9606.ENSP00000240488	0	0	0	0	0.738	0	0	0.118	0.759
CCNA2	HIST1H4F	9606.ENSP00000274026	9606.ENSP00000244537	0	0	0	0	0.065	0.071	0	0.402	0.436
CCNA2	DLGAP5	9606.ENSP00000274026	9606.ENSP00000247191	0	0	0	0	0.967	0	0	0.465	0.981
CCNA2	NCAPG	9606.ENSP00000274026	9606.ENSP00000251496	0	0	0	0	0.958	0	0	0.461	0.976
CCNA2	KIF11	9606.ENSP00000274026	9606.ENSP00000260731	0	0	0	0	0.976	0.139	0	0.526	0.989
CCNA2	NDC80	9606.ENSP00000274026	9606.ENSP00000261597	0	0	0	0	0.967	0	0	0.357	0.978
CCNA2	MCM4	9606.ENSP00000274026	9606.ENSP00000262105	0	0	0	0	0.795	0.165	0.900	0.615	0.992
CCNA2	DEPDC1B	9606.ENSP00000274026	9606.ENSP00000265036	0	0	0	0	0.624	0	0	0	0.624
CCNA2	CENPE	9606.ENSP00000274026	9606.ENSP00000265148	0	0	0	0	0.963	0.151	0	0.511	0.983
CCNA2	NUF2	9606.ENSP00000274026	9606.ENSP00000271452	0	0	0	0	0.879	0	0	0.374	0.921
CCNA2	LRRK2	9606.ENSP00000274026	9606.ENSP00000298910	0	0	0	0	0.062	0.384	0	0.080	0.423
CCNA2	MMP9	9606.ENSP00000274026	9606.ENSP00000361405	0	0	0	0	0	0	0	0.454	0.454
CCNA2	PAX6	9606.ENSP00000274026	9606.ENSP00000404100	0	0	0	0	0	0.077	0	0.480	0.499
CCNA2	PGR	9606.ENSP00000274026	9606.ENSP00000325120	0	0	0	0	0	0.225	0	0.405	0.519
CCNA2	FOS	9606.ENSP00000274026	9606.ENSP00000306245	0	0	0	0	0	0.062	0	0.517	0.527
CCNA2	MTFR2	9606.ENSP00000274026	9606.ENSP00000395232	0	0	0	0	0.540	0	0	0.049	0.544
CCNA2	DHFR	9606.ENSP00000274026	9606.ENSP00000396308	0	0	0	0	0.431	0	0	0.467	0.684
CCNA2	CCNG2	9606.ENSP00000274026	9606.ENSP00000315743	0	0	0	0.574	0.065	0.181	0.540	0.547	0.703
CCNA2	CDCA2	9606.ENSP00000274026	9606.ENSP00000328228	0	0	0	0	0.634	0	0	0.338	0.747
CCNA2	FAM83D	9606.ENSP00000274026	9606.ENSP00000481110	0	0	0	0	0.741	0	0	0.181	0.779
CCNA2	RAD54L	9606.ENSP00000274026	9606.ENSP00000361043	0	0	0	0	0.696	0.117	0	0.388	0.821
CCNA2	SPC24	9606.ENSP00000274026	9606.ENSP00000465075	0	0	0	0	0.799	0	0	0.176	0.827
CCNA2	KIF14	9606.ENSP00000274026	9606.ENSP00000356319	0	0	0	0	0.816	0.139	0	0.244	0.870
CCNA2	SPC25	9606.ENSP00000274026	9606.ENSP00000282074	0	0	0	0	0.861	0	0	0.103	0.870
CCNA2	DEPDC1	9606.ENSP00000274026	9606.ENSP00000412292	0	0	0	0	0.875	0	0	0.095	0.882
CCNA2	HMMR	9606.ENSP00000274026	9606.ENSP00000377492	0	0	0	0	0.837	0	0	0.325	0.885
CCNA2	UHRF1	9606.ENSP00000274026	9606.ENSP00000479617	0	0	0	0	0.868	0	0	0.323	0.907
CCNA2	EXO1	9606.ENSP00000274026	9606.ENSP00000355506	0	0	0	0	0.813	0.346	0	0.299	0.907
CCNA2	HJURP	9606.ENSP00000274026	9606.ENSP00000414109	0	0	0	0	0.904	0	0	0.264	0.926
CCNA2	MCM10	9606.ENSP00000274026	9606.ENSP00000418268	0	0	0	0	0.886	0	0	0.492	0.939
CCNA2	SHCBP1	9606.ENSP00000274026	9606.ENSP00000306473	0	0	0	0	0.926	0	0	0.258	0.943
CCNA2	E2F8	9606.ENSP00000274026	9606.ENSP00000481103	0	0	0	0	0.821	0.171	0	0.667	0.946
CCNA2	CENPF	9606.ENSP00000274026	9606.ENSP00000355922	0	0	0	0	0.909	0	0	0.499	0.952
CCNA2	CKAP2	9606.ENSP00000274026	9606.ENSP00000367276	0	0	0	0	0.944	0	0	0.200	0.953
CCNA2	TPX2	9606.ENSP00000274026	9606.ENSP00000300403	0	0	0	0	0.927	0	0	0.426	0.956
CCNA2	KIF15	9606.ENSP00000274026	9606.ENSP00000324020	0	0	0	0	0.933	0.139	0	0.315	0.957
CCNA2	CEP55	9606.ENSP00000274026	9606.ENSP00000360540	0	0	0	0	0.942	0	0	0.330	0.959
CCNA2	PTTG1	9606.ENSP00000274026	9606.ENSP00000377536	0	0	0	0	0.896	0	0	0.634	0.960
CCNA2	MELK	9606.ENSP00000274026	9606.ENSP00000298048	0	0	0	0	0.930	0.155	0	0.393	0.961
CCNA2	RRM2	9606.ENSP00000274026	9606.ENSP00000353770	0	0	0	0	0.930	0	0	0.522	0.965
CCNA2	NEK2	9606.ENSP00000274026	9606.ENSP00000355966	0	0	0	0	0.918	0	0	0.621	0.967
CCNA2	PBK	9606.ENSP00000274026	9606.ENSP00000428489	0	0	0	0	0.949	0.103	0	0.361	0.968
CCNA2	KIF20A	9606.ENSP00000274026	9606.ENSP00000378356	0	0	0	0	0.938	0.139	0	0.468	0.969
CCNA2	CDCA8	9606.ENSP00000274026	9606.ENSP00000362146	0	0	0	0	0.973	0	0	0.477	0.985
CCNA2	TOP2A	9606.ENSP00000274026	9606.ENSP00000411532	0	0	0	0	0.967	0.056	0	0.575	0.985
CCNA2	TTK	9606.ENSP00000274026	9606.ENSP00000358813	0	0	0	0	0.979	0.067	0	0.485	0.989
CCNA2	FOXM1	9606.ENSP00000274026	9606.ENSP00000342307	0	0	0	0	0.864	0.103	0.900	0.608	0.994
CCNA2	CDC20	9606.ENSP00000274026	9606.ENSP00000361540	0	0	0	0	0.984	0.979	0.600	0.926	0.999
CCNG2	KIF11	9606.ENSP00000315743	9606.ENSP00000260731	0	0	0	0	0.186	0.180	0	0.189	0.411
CCNG2	MCM4	9606.ENSP00000315743	9606.ENSP00000262105	0	0	0	0	0.083	0.165	0	0.301	0.418
CCNG2	CDC20	9606.ENSP00000315743	9606.ENSP00000361540	0	0	0	0	0.062	0.255	0	0.364	0.517
CCNL2	DCN	9606.ENSP00000383611	9606.ENSP00000052754	0	0	0	0	0	0	0	0.408	0.408
CCNL2	SRSF6	9606.ENSP00000383611	9606.ENSP00000244020	0	0	0	0	0.083	0.348	0	0.255	0.516
CCNL2	HNRNPDL	9606.ENSP00000383611	9606.ENSP00000483254	0	0	0	0	0.123	0.124	0	0.344	0.452
CCT2	GNG11	9606.ENSP00000299300	9606.ENSP00000248564	0	0	0	0	0	0	0.650	0	0.650
CCT2	GNGT1	9606.ENSP00000299300	9606.ENSP00000248572	0	0	0	0	0	0	0.650	0	0.650
CCT2	EIF2S3	9606.ENSP00000299300	9606.ENSP00000253039	0	0	0.237	0	0.787	0	0	0.216	0.861
CCT2	FBXO4	9606.ENSP00000299300	9606.ENSP00000281623	0	0	0	0	0	0	0.600	0	0.600
CCT2	GSPT2	9606.ENSP00000299300	9606.ENSP00000341247	0	0	0	0	0.236	0.283	0	0.101	0.465
CCT2	HSP90B1	9606.ENSP00000299300	9606.ENSP00000299767	0	0	0	0	0.274	0.401	0	0.371	0.703
CCT2	NHP2L1	9606.ENSP00000299300	9606.ENSP00000383949	0	0	0.284	0	0.678	0	0	0.063	0.765
CCT2	RPL27A	9606.ENSP00000299300	9606.ENSP00000346015	0	0	0	0	0.823	0	0	0.067	0.827
CCT2	RPL5	9606.ENSP00000299300	9606.ENSP00000359345	0	0	0	0	0.851	0	0	0.146	0.867
CCT2	CDC20	9606.ENSP00000299300	9606.ENSP00000361540	0	0	0	0	0.142	0.867	0	0.135	0.892
CD200	NT5E	9606.ENSP00000420298	9606.ENSP00000257770	0	0	0	0	0	0	0	0.463	0.463
CD200	P4HB	9606.ENSP00000420298	9606.ENSP00000327801	0	0	0	0	0	0	0	0.456	0.456
CD200	MME	9606.ENSP00000420298	9606.ENSP00000418525	0	0	0	0	0.066	0	0	0.468	0.481
CDC20	MYBL2	9606.ENSP00000361540	9606.ENSP00000217026	0	0	0	0	0.641	0.058	0	0.467	0.804
CDC20	NCAPH	9606.ENSP00000361540	9606.ENSP00000240423	0	0	0	0	0.906	0	0	0.382	0.939
CDC20	MND1	9606.ENSP00000361540	9606.ENSP00000240488	0	0	0	0	0.425	0	0	0.226	0.536
CDC20	DLGAP5	9606.ENSP00000361540	9606.ENSP00000247191	0	0	0	0	0.981	0	0	0.567	0.991
CDC20	NCAPG	9606.ENSP00000361540	9606.ENSP00000251496	0	0	0	0	0.948	0.056	0	0.547	0.976
CDC20	KIF11	9606.ENSP00000361540	9606.ENSP00000260731	0	0	0	0	0.981	0.243	0	0.717	0.995
CDC20	NDC80	9606.ENSP00000361540	9606.ENSP00000261597	0	0	0	0	0.973	0.056	0	0.731	0.992
CDC20	MCM4	9606.ENSP00000361540	9606.ENSP00000262105	0	0	0	0	0.915	0.057	0	0.523	0.958
CDC20	DEPDC1B	9606.ENSP00000361540	9606.ENSP00000265036	0	0	0	0	0.512	0	0	0.201	0.594
CDC20	CENPE	9606.ENSP00000361540	9606.ENSP00000265148	0	0	0	0	0.966	0.102	0	0.824	0.994
CDC20	NUF2	9606.ENSP00000361540	9606.ENSP00000271452	0	0	0	0	0.914	0.056	0	0.623	0.967
CDC20	SPC25	9606.ENSP00000361540	9606.ENSP00000282074	0	0	0	0	0.660	0	0	0.209	0.719
CDC20	MELK	9606.ENSP00000361540	9606.ENSP00000298048	0	0	0	0	0.963	0.065	0	0.466	0.980
CDC20	TPX2	9606.ENSP00000361540	9606.ENSP00000300403	0	0	0	0	0.920	0.368	0	0.517	0.973
CDC20	SHCBP1	9606.ENSP00000361540	9606.ENSP00000306473	0	0	0	0	0.865	0	0	0.062	0.868
CDC20	KIF15	9606.ENSP00000361540	9606.ENSP00000324020	0	0	0	0	0.891	0.102	0	0.333	0.929
CDC20	CDCA2	9606.ENSP00000361540	9606.ENSP00000328228	0	0	0	0	0.757	0	0	0.425	0.855
CDC20	FOXM1	9606.ENSP00000361540	9606.ENSP00000342307	0	0	0	0	0.961	0.058	0	0.526	0.981
CDC20	RRM2	9606.ENSP00000361540	9606.ENSP00000353770	0	0	0	0	0.925	0.058	0	0.588	0.968
CDC20	EXO1	9606.ENSP00000361540	9606.ENSP00000355506	0	0	0	0	0.602	0.058	0	0.204	0.675
CDC20	CENPF	9606.ENSP00000361540	9606.ENSP00000355922	0	0	0	0	0.834	0	0	0.660	0.941
CDC20	NEK2	9606.ENSP00000361540	9606.ENSP00000355966	0	0	0	0	0.947	0.675	0.600	0.878	0.999
CDC20	KIF14	9606.ENSP00000361540	9606.ENSP00000356319	0	0	0	0	0.794	0.102	0	0.313	0.862
CDC20	TTK	9606.ENSP00000361540	9606.ENSP00000358813	0	0	0	0	0.982	0.375	0	0.760	0.997
CDC20	CEP55	9606.ENSP00000361540	9606.ENSP00000360540	0	0	0	0	0.898	0	0	0.561	0.953
CDC20	RAD54L	9606.ENSP00000361540	9606.ENSP00000361043	0	0	0	0	0.593	0.085	0	0.318	0.724
CDC20	MTFR2	9606.ENSP00000361540	9606.ENSP00000395232	0	0	0	0	0.361	0	0	0.123	0.416
CDC20	MDC1	9606.ENSP00000361540	9606.ENSP00000365588	0	0	0	0	0.108	0.307	0	0.508	0.670
CDC20	DEPDC1	9606.ENSP00000361540	9606.ENSP00000412292	0	0	0	0	0.647	0	0	0.315	0.748
CDC20	FAM83D	9606.ENSP00000361540	9606.ENSP00000481110	0	0	0	0	0.761	0	0	0.253	0.813
CDC20	E2F8	9606.ENSP00000361540	9606.ENSP00000481103	0	0	0	0	0.724	0	0	0.394	0.825
CDC20	MCM10	9606.ENSP00000361540	9606.ENSP00000418268	0	0	0	0	0.728	0	0	0.464	0.848
CDC20	HMMR	9606.ENSP00000361540	9606.ENSP00000377492	0	0	0	0	0.824	0	0	0.374	0.885
CDC20	UHRF1	9606.ENSP00000361540	9606.ENSP00000479617	0	0	0	0	0.894	0	0	0.241	0.916
CDC20	HJURP	9606.ENSP00000361540	9606.ENSP00000414109	0	0	0	0	0.891	0	0	0.369	0.928
CDC20	SPC24	9606.ENSP00000361540	9606.ENSP00000465075	0	0	0	0	0.875	0	0	0.452	0.929
CDC20	CKAP2	9606.ENSP00000361540	9606.ENSP00000367276	0	0	0	0	0.934	0	0	0.179	0.943
CDC20	PBK	9606.ENSP00000361540	9606.ENSP00000428489	0	0	0	0	0.962	0.071	0	0.425	0.978
CDC20	KIF20A	9606.ENSP00000361540	9606.ENSP00000378356	0	0	0	0	0.955	0.102	0	0.576	0.981
CDC20	TOP2A	9606.ENSP00000361540	9606.ENSP00000411532	0	0	0	0	0.965	0	0	0.663	0.987
CDC20	CDCA8	9606.ENSP00000361540	9606.ENSP00000362146	0	0	0	0	0.989	0	0	0.660	0.996
CDC20	PTTG1	9606.ENSP00000361540	9606.ENSP00000377536	0	0	0	0	0.931	0.914	0.600	0.957	0.999
CDCA2	MYBL2	9606.ENSP00000328228	9606.ENSP00000217026	0	0	0	0	0.462	0	0	0.204	0.554
CDCA2	NCAPH	9606.ENSP00000328228	9606.ENSP00000240423	0	0	0	0	0.619	0	0	0.426	0.772
CDCA2	MND1	9606.ENSP00000328228	9606.ENSP00000240488	0	0	0	0	0.675	0	0	0	0.675
CDCA2	DLGAP5	9606.ENSP00000328228	9606.ENSP00000247191	0	0	0	0	0.732	0	0	0.261	0.794
CDCA2	NCAPG	9606.ENSP00000328228	9606.ENSP00000251496	0	0	0	0	0.781	0	0	0.287	0.837
CDCA2	KIF11	9606.ENSP00000328228	9606.ENSP00000260731	0	0	0	0	0.667	0	0	0.397	0.791
CDCA2	NDC80	9606.ENSP00000328228	9606.ENSP00000261597	0	0	0	0	0.694	0	0	0.293	0.774
CDCA2	DEPDC1B	9606.ENSP00000328228	9606.ENSP00000265036	0	0	0	0	0.547	0	0	0.261	0.651
CDCA2	CENPE	9606.ENSP00000328228	9606.ENSP00000265148	0	0	0	0	0.583	0	0	0.512	0.788
CDCA2	NUF2	9606.ENSP00000328228	9606.ENSP00000271452	0	0	0	0	0.657	0	0	0.659	0.878
CDCA2	MELK	9606.ENSP00000328228	9606.ENSP00000298048	0	0	0	0	0.594	0	0	0.237	0.677
CDCA2	TPX2	9606.ENSP00000328228	9606.ENSP00000300403	0	0	0	0	0.594	0	0	0.216	0.668
CDCA2	SHCBP1	9606.ENSP00000328228	9606.ENSP00000306473	0	0	0	0	0.411	0	0	0	0.411
CDCA2	KIF15	9606.ENSP00000328228	9606.ENSP00000324020	0	0	0	0	0.573	0	0	0.254	0.668
CDCA2	E2F8	9606.ENSP00000328228	9606.ENSP00000481103	0	0	0	0	0.332	0	0	0.143	0.404
CDCA2	SPC24	9606.ENSP00000328228	9606.ENSP00000465075	0	0	0	0	0.298	0	0	0.242	0.445
CDCA2	CKAP2	9606.ENSP00000328228	9606.ENSP00000367276	0	0	0	0	0.386	0	0	0.178	0.474
CDCA2	UHRF1	9606.ENSP00000328228	9606.ENSP00000479617	0	0	0	0	0.468	0	0	0.113	0.508
CDCA2	MTFR2	9606.ENSP00000328228	9606.ENSP00000395232	0	0	0	0	0.548	0	0	0	0.548
CDCA2	EXO1	9606.ENSP00000328228	9606.ENSP00000355506	0	0	0	0	0.568	0	0	0.074	0.582
CDCA2	NEK2	9606.ENSP00000328228	9606.ENSP00000355966	0	0	0	0	0.359	0	0	0.379	0.585
CDCA2	HJURP	9606.ENSP00000328228	9606.ENSP00000414109	0	0	0	0	0.549	0	0	0.137	0.594
CDCA2	FAM83D	9606.ENSP00000328228	9606.ENSP00000481110	0	0	0	0	0.551	0	0	0.160	0.606
CDCA2	RRM2	9606.ENSP00000328228	9606.ENSP00000353770	0	0	0	0	0.592	0	0	0.112	0.622
CDCA2	PTTG1	9606.ENSP00000328228	9606.ENSP00000377536	0	0	0	0	0.566	0	0	0.180	0.629
CDCA2	DEPDC1	9606.ENSP00000328228	9606.ENSP00000412292	0	0	0	0	0.587	0	0	0.142	0.631
CDCA2	HMMR	9606.ENSP00000328228	9606.ENSP00000377492	0	0	0	0	0.605	0	0	0.113	0.635
CDCA2	FOXM1	9606.ENSP00000328228	9606.ENSP00000342307	0	0	0	0	0.587	0	0	0.161	0.639
CDCA2	RAD54L	9606.ENSP00000328228	9606.ENSP00000361043	0	0	0	0	0.601	0	0	0.153	0.648
CDCA2	KIF14	9606.ENSP00000328228	9606.ENSP00000356319	0	0	0	0	0.560	0	0	0.254	0.658
CDCA2	MCM10	9606.ENSP00000328228	9606.ENSP00000418268	0	0	0	0	0.550	0	0	0.390	0.714
CDCA2	TOP2A	9606.ENSP00000328228	9606.ENSP00000411532	0	0	0	0	0.652	0	0	0.266	0.734
CDCA2	KIF20A	9606.ENSP00000328228	9606.ENSP00000378356	0	0	0	0	0.597	0	0	0.418	0.755
CDCA2	CEP55	9606.ENSP00000328228	9606.ENSP00000360540	0	0	0	0	0.719	0	0	0.273	0.787
CDCA2	CENPF	9606.ENSP00000328228	9606.ENSP00000355922	0	0	0	0	0.716	0	0	0.397	0.822
CDCA2	TTK	9606.ENSP00000328228	9606.ENSP00000358813	0	0	0	0	0.791	0	0	0.208	0.828
CDCA2	CDCA8	9606.ENSP00000328228	9606.ENSP00000362146	0	0	0	0	0.652	0	0	0.591	0.852
CDCA2	PBK	9606.ENSP00000328228	9606.ENSP00000428489	0	0	0	0	0.870	0	0	0.324	0.908
CDCA8	MYBL2	9606.ENSP00000362146	9606.ENSP00000217026	0	0	0	0	0.624	0	0	0.279	0.717
CDCA8	NCAPH	9606.ENSP00000362146	9606.ENSP00000240423	0	0	0	0	0.852	0	0	0.403	0.908
CDCA8	MND1	9606.ENSP00000362146	9606.ENSP00000240488	0	0	0	0	0.569	0	0	0	0.569
CDCA8	DLGAP5	9606.ENSP00000362146	9606.ENSP00000247191	0	0	0	0	0.951	0	0	0.572	0.978
CDCA8	NCAPG	9606.ENSP00000362146	9606.ENSP00000251496	0	0	0	0	0.931	0	0	0.501	0.964
CDCA8	KIF11	9606.ENSP00000362146	9606.ENSP00000260731	0	0	0	0	0.963	0	0	0.569	0.983
CDCA8	NDC80	9606.ENSP00000362146	9606.ENSP00000261597	0	0	0	0	0.958	0	0	0.567	0.981
CDCA8	MCM4	9606.ENSP00000362146	9606.ENSP00000262105	0	0	0	0	0.783	0	0	0.312	0.844
CDCA8	DEPDC1B	9606.ENSP00000362146	9606.ENSP00000265036	0	0	0	0	0.572	0	0	0.167	0.629
CDCA8	CENPE	9606.ENSP00000362146	9606.ENSP00000265148	0	0	0	0	0.959	0	0	0.631	0.984
CDCA8	NUF2	9606.ENSP00000362146	9606.ENSP00000271452	0	0	0	0	0.871	0	0	0.558	0.941
CDCA8	SPC25	9606.ENSP00000362146	9606.ENSP00000282074	0	0	0	0	0.644	0	0	0.259	0.724
CDCA8	MELK	9606.ENSP00000362146	9606.ENSP00000298048	0	0	0	0	0.911	0	0	0.459	0.950
CDCA8	TPX2	9606.ENSP00000362146	9606.ENSP00000300403	0	0	0	0	0.926	0	0	0.560	0.966
CDCA8	SHCBP1	9606.ENSP00000362146	9606.ENSP00000306473	0	0	0	0	0.856	0	0	0.554	0.933
CDCA8	KIF15	9606.ENSP00000362146	9606.ENSP00000324020	0	0	0	0	0.891	0	0	0.369	0.928
CDCA8	FOXM1	9606.ENSP00000362146	9606.ENSP00000342307	0	0	0	0	0.907	0	0	0.392	0.941
CDCA8	RRM2	9606.ENSP00000362146	9606.ENSP00000353770	0	0	0	0	0.916	0	0	0.402	0.948
CDCA8	EXO1	9606.ENSP00000362146	9606.ENSP00000355506	0	0	0	0	0.765	0	0	0.153	0.792
CDCA8	CENPF	9606.ENSP00000362146	9606.ENSP00000355922	0	0	0	0	0.891	0	0	0.574	0.951
CDCA8	NEK2	9606.ENSP00000362146	9606.ENSP00000355966	0	0	0	0	0.915	0	0	0.543	0.959
CDCA8	KIF14	9606.ENSP00000362146	9606.ENSP00000356319	0	0	0	0	0.788	0.270	0	0.268	0.876
CDCA8	TTK	9606.ENSP00000362146	9606.ENSP00000358813	0	0	0	0	0.971	0.270	0	0.504	0.988
CDCA8	CEP55	9606.ENSP00000362146	9606.ENSP00000360540	0	0	0	0	0.912	0	0	0.551	0.958
CDCA8	RAD54L	9606.ENSP00000362146	9606.ENSP00000361043	0	0	0	0	0.809	0	0	0.325	0.865
CDCA8	GAS2L3	9606.ENSP00000362146	9606.ENSP00000448955	0	0	0	0	0.163	0.270	0	0.441	0.629
CDCA8	MTFR2	9606.ENSP00000362146	9606.ENSP00000395232	0	0	0	0	0.598	0	0	0.140	0.640
CDCA8	FAM83D	9606.ENSP00000362146	9606.ENSP00000481110	0	0	0	0	0.664	0	0	0.300	0.754
CDCA8	DEPDC1	9606.ENSP00000362146	9606.ENSP00000412292	0	0	0	0	0.787	0	0	0.195	0.821
CDCA8	SPC24	9606.ENSP00000362146	9606.ENSP00000465075	0	0	0	0	0.742	0	0	0.369	0.830
CDCA8	MCM10	9606.ENSP00000362146	9606.ENSP00000418268	0	0	0	0	0.783	0	0	0.370	0.857
CDCA8	HMMR	9606.ENSP00000362146	9606.ENSP00000377492	0	0	0	0	0.810	0	0	0.282	0.858
CDCA8	UHRF1	9606.ENSP00000362146	9606.ENSP00000479617	0	0	0	0	0.872	0	0	0.099	0.879
CDCA8	HJURP	9606.ENSP00000362146	9606.ENSP00000414109	0	0	0	0	0.892	0	0	0.401	0.932
CDCA8	CKAP2	9606.ENSP00000362146	9606.ENSP00000367276	0	0	0	0	0.887	0	0	0.430	0.932
CDCA8	E2F8	9606.ENSP00000362146	9606.ENSP00000481103	0	0	0	0	0.892	0	0	0.496	0.943
CDCA8	PBK	9606.ENSP00000362146	9606.ENSP00000428489	0	0	0	0	0.915	0	0	0.391	0.946
CDCA8	PTTG1	9606.ENSP00000362146	9606.ENSP00000377536	0	0	0	0	0.904	0	0	0.586	0.958
CDCA8	TOP2A	9606.ENSP00000362146	9606.ENSP00000411532	0	0	0	0	0.931	0	0	0.517	0.965
CDCA8	KIF20A	9606.ENSP00000362146	9606.ENSP00000378356	0	0	0	0	0.919	0.458	0.900	0.632	0.998
CEACAM6	MME	9606.ENSP00000199764	9606.ENSP00000418525	0	0	0	0	0	0	0	0.400	0.400
CEACAM6	TFF3	9606.ENSP00000199764	9606.ENSP00000430690	0	0	0	0	0.207	0	0	0.282	0.406
CEACAM6	LCN2	9606.ENSP00000199764	9606.ENSP00000362108	0	0	0	0	0.525	0	0	0.294	0.650
CEBPG	EIF2S3	9606.ENSP00000284000	9606.ENSP00000253039	0	0	0	0	0	0	0.650	0	0.650
CEBPG	RUNX2	9606.ENSP00000284000	9606.ENSP00000360493	0	0	0	0	0	0.065	0	0.441	0.454
CEBPG	SREBF1	9606.ENSP00000284000	9606.ENSP00000348069	0	0	0	0	0	0.078	0	0.501	0.520
CEBPG	FOS	9606.ENSP00000284000	9606.ENSP00000306245	0	0	0	0	0	0.829	0	0.549	0.920
CELF5	KIAA1210	9606.ENSP00000292672	9606.ENSP00000384670	0	0	0	0	0	0	0	0.425	0.424
CELF5	SLITRK4	9606.ENSP00000292672	9606.ENSP00000469205	0	0	0	0	0.118	0	0	0.455	0.499
CENPE	MYBL2	9606.ENSP00000265148	9606.ENSP00000217026	0	0	0	0	0.407	0	0	0.278	0.554
CENPE	NCAPH	9606.ENSP00000265148	9606.ENSP00000240423	0	0	0	0	0.704	0.368	0	0.346	0.867
CENPE	MND1	9606.ENSP00000265148	9606.ENSP00000240488	0	0	0	0	0.680	0	0	0.074	0.691
CENPE	DLGAP5	9606.ENSP00000265148	9606.ENSP00000247191	0	0	0	0	0.974	0.056	0	0.538	0.987
CENPE	NCAPG	9606.ENSP00000265148	9606.ENSP00000251496	0	0	0	0	0.967	0.077	0	0.405	0.980
CENPE	KIF11	9606.ENSP00000265148	9606.ENSP00000260731	0	0	0	0.624	0.969	0.369	0.500	0.903	0.993
CENPE	NDC80	9606.ENSP00000265148	9606.ENSP00000261597	0	0	0	0	0.959	0.742	0	0.849	0.998
CENPE	MCM4	9606.ENSP00000265148	9606.ENSP00000262105	0	0	0	0	0.410	0.057	0	0.293	0.573
CENPE	DEPDC1B	9606.ENSP00000265148	9606.ENSP00000265036	0	0	0	0	0.590	0	0	0.144	0.634
